id,name,winningbid,metersread
1495,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
1496,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
1497,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
1498,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
1499,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
1500,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
1501,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
1502,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
1503,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
1504,Cat 140G Motor Grader,"US $44,000",NONE
1505,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
1506,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
1507,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
1508,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
1509,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
1510,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
1511,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
1512,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
1513,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
1514,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
1515,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
1516,2004 Cat TH460B Telehandler,"US $31,000",NONE
1517,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
1518,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
1519,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
1520,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
1521,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
1522,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
1523,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
1524,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
1525,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
1526,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
1527,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
1528,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
1529,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
1530,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
1531,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
1532,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
1533,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
1534,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
1535,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
1536,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
1537,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
1538,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
1539,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
1540,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
1541,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
1542,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
1543,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
1544,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
1545,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
1546,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
1547,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
1548,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
1549,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
1550,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
1551,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
1552,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
1553,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
1554,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
1555,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
1556,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
1557,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
1558,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
1559,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
1560,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
1561,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
1562,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
1563,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
1564,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
1565,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
1566,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
1567,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
1568,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
1569,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
1570,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
1571,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
1572,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
1573,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
1574,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
1575,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
1576,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
1577,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
1578,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
1579,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
1580,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
1581,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
1582,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
1583,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
1584,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
1585,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
1586,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
1587,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
1588,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
1589,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
1590,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
1591,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
1592,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
1593,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
1594,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
1595,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
1596,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
1597,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
1598,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
1599,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
1600,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
1601,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
1602,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
1603,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
1604,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
1605,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
1606,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
1607,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
1608,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
1609,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
1610,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
1611,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
1612,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
1613,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
1614,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
1615,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
1616,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
1617,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
1618,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
1619,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
1620,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
1621,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
1622,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
1623,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
1624,Cat 140G Motor Grader,"US $44,000",NONE
1625,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
1626,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
1627,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
1628,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
1629,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
1630,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
1631,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
1632,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
1633,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
1634,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
1635,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
1636,2004 Cat TH460B Telehandler,"US $31,000",NONE
1637,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
1638,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
1639,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
1640,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
1641,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
1642,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
1643,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
1644,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
1645,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
1646,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
1647,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
1648,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
1649,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
1650,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
1651,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
1652,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
1653,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
1654,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
1655,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
1656,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
1657,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
1658,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
1659,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
1660,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
1661,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
1662,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
1663,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
1664,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
1665,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
1666,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
1667,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
1668,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
1669,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
1670,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
1671,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
1672,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
1673,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
1674,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
1675,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
1676,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
1677,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
1678,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
1679,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
1680,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
1681,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
1682,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
1683,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
1684,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
1685,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
1686,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
1687,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
1688,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
1689,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
1690,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
1691,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
1692,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
1693,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
1694,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
1695,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
1696,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
1697,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
1698,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
1699,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
1700,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
1701,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
1702,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
1703,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
1704,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
1705,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
1706,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
1707,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
1708,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
1709,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
1710,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
1711,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
1712,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
1713,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
1714,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
1715,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
1716,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
1717,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
1718,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
1719,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
1720,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
1721,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
1722,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
1723,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
1724,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
1725,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
1726,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
1727,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
1728,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
1729,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
1730,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
1731,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
1732,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
1733,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
1734,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
1735,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
1736,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
1737,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
1738,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
1739,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
1740,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
1741,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
1742,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
1743,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
1744,Cat 140G Motor Grader,"US $44,000",NONE
1745,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
1746,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
1747,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
1748,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
1749,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
1750,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
1751,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
1752,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
1753,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
1754,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
1755,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
1756,2004 Cat TH460B Telehandler,"US $31,000",NONE
1757,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
1758,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
1759,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
1760,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
1761,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
1762,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
1763,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
1764,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
1765,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
1766,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
1767,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
1768,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
1769,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
1770,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
1771,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
1772,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
1773,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
1774,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
1775,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
1776,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
1777,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
1778,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
1779,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
1780,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
1781,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
1782,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
1783,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
1784,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
1785,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
1786,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
1787,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
1788,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
1789,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
1790,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
1791,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
1792,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
1793,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
1794,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
1795,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
1796,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
1797,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
1798,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
1799,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
1800,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
1801,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
1802,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
1803,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
1804,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
1805,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
1806,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
1807,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
